Text,Emotion
feel lonely feel sad,sad
feel longing sadness happiness overwhelming heart cannot contain,sad
feel low whenever feel happy whenever something significant happens life affects make point write,happy
feel lucky feels complete content us,happy
feel mad sad discouraged something marvelous lord jesus something holy word god ignites soul hope keep moving forward,sad
feel mad upset sad happy,sad
feel many faithful catholic feeling way need courage say,angry
feel many faithful catholics feeling way need courage say,angry
feel melancholy home,sad
feel melancholy homesick,sad
feel melancholy yellow yibo done many even standing much like chief yet chief recognition fair metropolis wuhan tentative product also established local central rebuttal,sad
feel melancholy seems nothing left anymore isnt tied mum wife,sad
feel morally outraged furious often like,angry
feel morally outraged furious often like,angry
feel stressed,neutral
feel angry hurt helpless affect anything world,angry
feel angry guilty,angry
feel anxious quite time fact,neutral
feel content maybe smidge hopeful partially vented,happy
feel content years knowing chant dead,happy
feel content achieved know write today still tomorrow,happy
feel free enjoy possessions like rock book clothes,happy
feel grounded less fearful,neutral
feel hostile towards sarcoidosis usual,neutral
feel intelligent strong,neutral
feel isolated felt long time makes even angry time look window think go walk pineapple whole foods,angry
feel joy anticipation divine right,happy
feel optimistic less melancholy,sad
feel outraged video game someone using stolen credit card go home depot imagine someone finally able afford materials fix plumbing,angry
feel resolved less like smoking lungs today obviously happy,happy
feel sad anything,sad
feel sociable days,neutral
feel sorrowful people feel angry,angry
feel terrified customers maze,neutral
feel persuaded enjoy watching horny gay doctor tease measure young twink dick,happy
feel content right world,happy
feel content calmed,happy
feel writing fits description enjoy looking strange unusual things life,happy
feel time though always show quite happy quite sad either exactly,sad
feel passionate artistic settled craft,neutral
feel welcomed encouraged authentic self appreciative support system,angry
feel much better without help ice,neutral
feel much like main character idiot prince isnt really idiot maybe little foolish mostly honest sincere average person,angry
feel dreams melancholy memories replaying mind im asleep,sad
feel heart shaky time,neutral
feel life threatened illness lose mind,neutral
feel strengths determined motivated workout room,neutral
feel becoming enraged people office laughing like obscenely loud hyenas trying work,angry
feel getting agitated something insignificant feeling bored going remember quote,neutral
feel getting distracted willing talk anymore like makes sad feel like giving,sad
feel needy emotional angry feel way,angry
feel neither unhappy happy existing,happy
feel neither saddened shocked decision ratings great costing network tons dough losses,sad
feel nervous always remind take deep breath try think something happy even think anything,happy
feel neurotic angry whole world,angry
feel discontent fact cannot find harmony body spirit mean say dissatisfies every known way possible doesnt time,happy
feel matter happy sad,sad
feel matter helpless removed never let know depths sadness,sad
feel none jealous possessiveness simply hope shes happy whether im one giving happiness,happy
feel heartless heart hurts still feel feel much pain,neutral
feel offended form make big end doesnt bother ive learned show balls past say think anonymous would give weight content comments would questions behind,happy
feel course tomorrow wake enjoy tomorrow make tomorrow worthwhile day alive,happy
feel offended sad know ignorance,sad
feel offended choose tell guys feel treated guys friends would want put stop nonsense,neutral
feel edge frightened nervous depressed und crabby time,sad
feel optimistic shall return enough money really enjoy rest life,happy
feel hearts treading dangerous territory,neutral
feel outcome quite successful really enjoyed animation styles got explore throughout project,happy
feel outrage unfortunately emotional health problem,angry
feel outraged way died time go,angry
feel outraged type thing,angry
feel outraged disgusted disgusted reading workers interact animals,angry
feel outraged children treated immediate surroundings,angry
feel outraged day age children treated badly,angry
feel outraged india desperately poor country,angry
feel outraged cost much repair cracked screen,angry
feel outraged life easy blessed,angry
feel outraged tax dollars spent care feeding unemployed choice habit breed bear children indiscriminately wedlock deliberately flouted laws entering country illegally,angry
feel outraged city failing collect every tax dollar due treasury,angry
feel outraged seek censor see,angry
feel outraged hear stories news abandonment,angry
feel outraged hear thousands crores country money looted filthy politicians,angry
